"분류번호","측정소명","년/월/일","회차","경도","위도","채수시각","수심(m)","수온(℃)","DO(㎎/L)","BOD(㎎/L)","COD(㎎/L)","TN(㎎/L)","TP(㎎/L)","TOC(㎎/L)","SS(㎎/L)"
"3013A50","논산천4","2024/04/29","5회차","127°0'38.2""","36°9'57.3""","12:00","","20.5","14.0","4.6","8.8","3.596","0.039","6.4","18.8"
"3012A42","부여","2024/04/29","5회차","126°56'39.9""","36°19'19.5""","10:20","","20.2","15.2","4.1","10.3","2.739","0.032","5.7","14.4"
"3101A70","남원천","2024/04/30","4회차","126°46'35.94""","36°51'31.43""","10:50","","17.3","7.6","4.2","9.4","4.818","0.159","7.1","51.2"
"3203A10","광천천","2024/05/01","1회차","126°38'32.28""","36°30'43.56""","15:00","","23.4","11.2","4.2","13.9","12.176","0.244","8.6","13.0"
"3014A40","길산천1","2024/05/01","1회차","126°43'50.96""","36°4'28.9""","13:00","","22.0","9.1","2.3","6.3","0.876","0.071","4.1","13.8"
"3203A20","대천천","2024/05/01","1회차","126°35'55.3""","36°20'48.1""","14:20","","20.7","12.1","9.0","7.3","2.179","0.158","6.6","16.6"
"3101A20","무한천1","2024/05/01","1회차","126°47'9.54""","36°34'7.72""","10:10","","19.2","8.0","2.0","5.5","1.147","0.131","3.1","6.4"
"3012A55","은산천","2024/05/01","1회차","126°52'17.5""","36°17'44.5""","11:20","","20.3","9.3","1.4","4.9","1.730","0.144","2.5","16.0"
"3012A50","지천1","2024/05/01","1회차","126°51'31.9""","36°19'33.9""","11:10","","21.0","9.8","2.3","4.1","1.620","0.138","2.7","7.4"
"3203A50","판교천","2024/05/01","1회차","126°40'43.68""","36°5'30.12""","13:30","","20.7","8.3","1.2","4.9","1.638","0.153","2.7","13.0"
"3012A30","곰나루","2024/05/02","1회차","127°6'39.64""","36°28'27.75""","09:40","","19.2","12.1","4.0","8.1","2.859","0.068","4.0","15.2"
"3012A40","공주2","2024/05/02","1회차","126°59'13.8""","36°20'31.3""","10:09","","20.3","11.2","3.5","8.0","2.734","0.061","3.7","14.6"
"3013A20","노성천2","2024/05/02","1회차","127°5'37.04""","36°13'8.6""","13:25","","25.3","10.2","1.9","6.2","1.309","0.177","9.2","8.8"
"3013A10","논산천2","2024/05/02","1회차","127°12'9.59""","36°10'28.47""","11:20","","21.1","11.5","1.2","4.1","1.211","0.070","7.6","7.6"
"3013A30","논산천3","2024/05/02","1회차","127°4'49.8""","36°12'35.44""","13:15","","19.8","8.8","1.7","6.6","1.934","0.176","10.5","24.2"
"3009A05","두계천","2024/05/02","1회차","127°15'13.7""","36°16'51.9""","10:45","","19.6","9.7","0.8","5.0","1.218","0.114","9.1","18.8"
"3013A40","방축천","2024/05/02","1회차","127°3'12.67""","36°10'22.65""","13:05","","21.7","8.4","1.6","7.7","2.218","0.100","9.5","31.4"
"3012A60","부여1","2024/05/02","1회차","126°53'32.8""","36°16'32.6""","10:30","","20.4","10.5","3.5","7.0","2.653","0.040","3.6","9.8"
"3012A70","부여2","2024/05/02","1회차","126°56'56.1""","36°14'39.1""","10:52","","20.9","11.5","4.0","7.2","2.722","0.049","3.6","10.3"
"3012A75","석성천2","2024/05/02","1회차","127°1'52.89""","36°14'6.46""","13:40","","23.2","11.2","1.5","9.2","2.468","0.110","12.1","49.3"
"3012A80","성동","2024/05/02","1회차","127°0'12.73""","36°10'22.52""","11:53","","21.1","10.2","3.3","7.1","2.621","0.057","3.5","15.1"
"3013A60","수철천","2024/05/02","1회차","127°5'37.8""","36°6'3.72""","12:35","","23.1","10.3","1.4","6.7","2.574","0.408","9.0","16.8"
"3014A30","양화","2024/05/02","1회차","126°52'24.13""","36°6'27.13""","11:24","","20.6","9.7","2.5","6.1","2.433","0.033","3.1","5.5"
"3009A30","유등천1","2024/05/02","1회차","127°22'20.25""","36°14'58.74""","13:30","","22.3","12.0","1.1","3.0","1.145","0.016","1.8","4.2"
"3004A05","부리","2024/05/03","1회차","127°35'36.86""","36°2'56.1""","10:20","","18.0","10.1","0.9","3.2","1.451","0.035","2.4","2.3"
"3004A40","제원2","2024/05/03","1회차","127°35'21.55""","36°6'59.03""","11:10","","19.6","9.9","1.0","3.2","1.386","0.039","2.5","3.1"
"3012A20","공주1","2024/05/07","1회차","127°7'27.58""","36°27'59.19""","12:00","","16.8","8.2","5.1","7.7","2.710","0.117","6.0","38.0"
"3012A32","금강","2024/05/07","1회차","127°6'.1""","36°27'52.7""","10:30","","17.1","7.5","4.6","7.0","2.645","0.115","5.3","23.0"
"3201A10","당진천1","2024/05/07","1회차","126°37'28""","36°53'48.7""","10:11","","15.9","7.9","2.5","7.1","3.461","0.225","3.8","12.8"
"3202A60","도당천","2024/05/07","1회차","126°31'8.76""","36°44'8.16""","12:00","","16.6","8.4","2.0","7.9","2.748","0.101","4.2","12.4"
"3202A30","둔당천","2024/05/07","1회차","126°25'48.66""","36°45'39.39""","11:40","","16.2","8.3","2.1","9.1","4.264","0.195","4.2","21.0"
"3012A42","부여","2024/05/07","1회차","126°56'39.9""","36°19'19.5""","10:50","","17.1","7.6","4.5","6.7","3.116","0.099","5.1","17.4"
"3202A80","와룡천","2024/05/07","1회차","126°32'59""","36°36'1.1""","13:30","","15.5","8.7","2.3","7.9","3.698","0.241","4.5","16.8"
"3203A30","웅천천1","2024/05/07","1회차","126°40'33.41""","36°17'27.1""","13:40","","14.4","10.6","1.8","4.5","2.723","0.058","1.8","18.2"
"3202A20","장검천","2024/05/07","1회차","126°23'23.64""","36°43'16.32""","11:20","","14.9","8.7","3.7","13.4","9.576","0.373","6.1","85.2"
"3202A50","청지천","2024/05/07","1회차","126°28'31.8""","36°46'4.08""","11:50","","15.6","7.3","3.2","9.2","4.398","0.156","5.2","36.6"
"3202A10","태안천","2024/05/07","1회차","126°19'43.38""","36°44'22.91""","11:00","","15.4","7.8","5.9","8.1","6.157","0.282","4.7","26.0"
"3012A30","곰나루","2024/05/07","2회차","127°6'39.64""","36°28'27.75""","09:36","","17.5","9.0","3.6","6.9","2.849","0.087","3.6","11.0"
"3012A40","공주2","2024/05/07","2회차","126°59'13.8""","36°20'31.3""","10:04","","17.1","8.5","3.7","7.1","3.083","0.079","3.7","14.3"
"3012A60","부여1","2024/05/07","2회차","126°53'32.8""","36°16'32.6""","10:26","","16.9","9.2","2.6","7.3","2.588","0.047","3.5","15.6"
"3012A70","부여2","2024/05/07","2회차","126°56'56.1""","36°14'39.1""","10:49","","18.0","9.4","3.0","7.3","2.524","0.052","3.8","21.0"
"3012A80","성동","2024/05/07","2회차","127°0'12.73""","36°10'22.52""","12:30","","19.1","9.6","4.3","9.6","2.723","0.063","3.8","30.2"
"3014A30","양화","2024/05/07","2회차","126°52'24.13""","36°6'27.13""","11:16","","19.2","8.3","2.9","7.3","2.516","0.059","3.9","13.6"
"3009A30","유등천1","2024/05/07","2회차","127°22'20.25""","36°14'58.74""","14:10","","15.2","10.4","1.3","2.9","2.018","0.020","1.9","3.7"
"3014A10","강경","2024/05/08","1회차","127°0'23.9""","36°9'15.3""","12:00","","17.3","7.5","4.3","7.6","2.743","0.111","6.5","28.7"
"3101A60","곡교천2","2024/05/08","1회차","126°56'2.2""","36°49'17.9""","13:00","","18.6","8.0","8.2","8.6","4.926","0.244","6.4","26.5"
"3014A50","금강갑문","2024/05/08","1회차","126°45'10.9""","36°0'52.4""","12:40","","18.9","8.1","1.8","5.8","2.358","0.064","4.5","11.5"
"3012A65","금천","2024/05/08","1회차","126°53'7.52""","36°14'53.49""","14:10","","17.6","9.2","2.7","7.8","2.631","0.141","5.8","36.0"
"3014A45","길산천2","2024/05/08","1회차","126°44'23.17""","36°2'41.9""","13:50","","17.0","9.0","4.0","10.2","2.300","0.144","5.9","31.7"
"3101A70","남원천","2024/05/08","1회차","126°46'35.94""","36°51'31.43""","11:15","","16.1","9.6","5.5","11.2","4.139","0.204","7.2","80.0"
"3013A50","논산천4","2024/05/08","1회차","127°0'38.2""","36°9'57.3""","11:20","","16.2","6.8","4.3","8.8","3.321","0.179","7.1","35.0"
"3201A20","당진천2","2024/05/08","1회차","126°37'45.6""","36°56'29.4""","11:53","","17.0","10.1","2.7","7.6","3.153","0.121","3.7","35.3"
"3012A37","목면","2024/05/08","1회차","127°0'31.9""","36°23'3.6""","13:30","","16.8","9.3","3.2","5.9","2.658","0.098","4.4","12.9"
"3012A77","석성천3","2024/05/08","1회차","126°59'47.88""","36°12'13.96""","10:50","","15.7","8.1","4.7","9.7","3.476","0.199","6.4","62.0"
"3012A19","세종2","2024/05/08","1회차","127°11'46""","36°26'29.98""","12:00","","15.1","9.1","2.2","5.6","2.896","0.080","3.9","21.2"
"3012A35","유구천","2024/05/08","1회차","127°3'4.34""","36°28'5.61""","11:05","","16.0","9.7","1.3","4.6","2.363","0.064","3.1","8.5"
"3012A53","정동","2024/05/08","1회차","126°55'23.9""","36°18'11.6""","13:10","","17.1","8.6","3.8","6.5","2.666","0.082","5.2","17.2"
"3012A25","정안천","2024/05/08","1회차","127°7'32.07""","36°28'17.16""","10:10","","15.7","9.9","2.7","5.6","3.163","0.113","4.7","34.3"
"3012A52","지천2","2024/05/08","1회차","126°54'48.92""","36°19'18.79""","12:10","","17.2","9.6","1.5","7.2","2.717","0.109","4.6","139.0"
"3101A52","천안천3","2024/05/08","1회차","127°5'23""","36°46'30""","11:10","","21.2","7.2","6.9","8.5","6.785","0.331","6.2","10.4"
"3101A25","무한천2","2024/05/09","1회차","126°49'49.7""","36°43'59.2""","15:30","","20.0","8.6","3.4","10.3","3.649","0.141","5.0","16.4"
"3004A30","봉황천","2024/05/09","1회차","127°33'6.39""","36°6'38.12""","11:05","","18.7","10.2","0.7","3.5","1.586","0.016","1.6","2.8"
"3101A45","삼용천","2024/05/09","1회차","127°9'11.04""","36°47'52.98""","12:00","","19.5","9.6","1.3","5.9","3.581","0.446","3.1","2.8"
"3101A05","삽교천1","2024/05/09","1회차","126°43'52.1""","36°41'12.2""","11:11","","17.8","9.5","2.5","6.2","3.376","0.218","3.9","31.6"
"3101A10","삽교천2","2024/05/09","1회차","126°45'17.57""","36°44'9.85""","12:30","","18.9","8.8","3.1","9.8","3.252","0.205","4.7","58.1"
"3101A15","삽교천3","2024/05/09","1회차","126°48'53.6""","36°46'26.7""","12:47","","19.1","8.2","3.3","10.0","3.688","0.249","4.8","49.1"
"1101A20","성환천","2024/05/09","1회차","127°7'26.04""","36°57'11.16""","11:20","","19.2","7.8","5.2","11.4","3.580","0.197","5.5","26.0"
"3101A55","온천천","2024/05/09","1회차","126°59'31.56""","36°47'45.24""","14:40","","22.1","4.3","4.8","7.7","3.398","0.333","4.0","18.6"
"3101A40","원성천","2024/05/09","1회차","127°9'11.88""","36°48'1.44""","12:00","","20.9","8.7","1.0","7.9","6.579","1.594","4.4","5.6"
"1101A15","입장천","2024/05/09","1회차","127°8'23.28""","36°57'50.4""","11:00","","18.8","8.9","3.0","9.6","3.078","0.217","4.9","21.3"
"3004A20","제원1","2024/05/09","1회차","127°34'.88""","36°6'39.83""","11:00","","17.1","9.7","1.5","4.1","1.865","0.039","2.1","9.8"
"3101A35","천안천1","2024/05/09","1회차","127°8'46.27""","36°47'57.12""","12:40","","20.2","8.5","1.5","5.5","1.705","0.271","2.9","18.0"
"3101A50","천안천2","2024/05/09","1회차","127°6'48.36""","36°46'51.62""","13:00","","20.7","8.0","8.2","13.1","8.941","0.671","6.5","8.0"
"3004A05","부리","2024/05/10","2회차","127°35'36.86""","36°2'56.1""","11:50","","18.2","10.1","0.8","2.6","1.446","0.019","2.2","3.0"
"3004A40","제원2","2024/05/10","2회차","127°35'21.55""","36°6'59.03""","10:30","","18.3","10.0","1.0","2.6","1.409","0.019","2.1","4.5"
"3101A60","곡교천2","2024/05/13","2회차","126°56'2.2""","36°49'17.9""","11:00","","19.2","7.5","4.5","8.3","4.657","0.203","5.9","13.3"
"3012A20","공주1","2024/05/13","2회차","127°7'27.58""","36°27'59.19""","11:10","","19.0","9.7","4.2","6.2","3.444","0.084","5.3","17.2"
"3012A32","금강","2024/05/13","2회차","127°6'.1""","36°27'52.7""","10:00","","18.5","9.3","3.9","6.0","3.149","0.085","4.9","14.8"
"3013A50","논산천4","2024/05/13","2회차","127°0'38.2""","36°9'57.3""","10:50","","19.1","5.7","4.7","9.4","2.518","0.174","7.0","40.0"
"3012A42","부여","2024/05/13","2회차","126°56'39.9""","36°19'19.5""","11:50","","19.5","13.0","4.4","6.6","2.644","0.069","5.6","14.8"
"3013A80","강경천","2024/05/14","1회차","127°1'29.46""","36°9'44.46""","11:07","","21.6","9.0","5.1","11.3","2.799","0.225","6.2","39.7"
"3012A30","곰나루","2024/05/16","3회차","127°6'39.64""","36°28'27.75""","09:45","","18.0","10.8","2.3","5.9","2.702","0.062","3.4","8.5"
"3012A40","공주2","2024/05/16","3회차","126°59'13.8""","36°20'31.3""","10:14","","19.3","11.8","3.9","7.8","2.394","0.062","3.8","15.8"
"3012A60","부여1","2024/05/16","3회차","126°53'32.8""","36°16'32.6""","10:37","","19.5","11.8","3.7","8.1","2.620","0.075","4.3","16.0"
"3012A70","부여2","2024/05/16","3회차","126°56'56.1""","36°14'39.1""","10:56","","19.9","11.6","3.7","8.2","2.214","0.053","4.0","36.5"
"3012A80","성동","2024/05/16","3회차","127°0'12.73""","36°10'22.52""","11:59","","20.2","11.0","4.0","8.1","2.307","0.060","4.1","14.3"
"3014A30","양화","2024/05/16","3회차","126°52'24.13""","36°6'27.13""","11:26","","19.7","10.2","3.1","7.2","2.135","0.065","3.7","8.3"
"3101A30","곡교천1","2024/05/20","1회차","127°7'36.85""","36°45'8.02""","11:23","","21.3","6.9","2.0","7.4","3.137","0.160","4.1","5.1"
"3014A10","강경","2024/05/20","2회차","127°0'23.9""","36°9'15.3""","13:00","","19.6","7.4","3.3","6.7","2.353","0.089","5.4","14.8"
"3014A50","금강갑문","2024/05/20","2회차","126°45'10.9""","36°0'52.4""","13:20","","20.2","10.1","1.8","6.4","2.036","0.042","5.2","11.8"
"3012A65","금천","2024/05/20","2회차","126°53'7.52""","36°14'53.49""","14:10","","23.2","11.5","4.6","8.1","2.477","0.084","7.2","23.5"
"3014A45","길산천2","2024/05/20","2회차","126°44'23.17""","36°2'41.9""","14:00","","21.9","9.0","4.8","10.9","2.259","0.105","7.9","31.3"
"3012A37","목면","2024/05/20","2회차","127°0'31.9""","36°23'3.6""","13:10","","21.0","12.8","4.8","7.1","2.707","0.061","5.3","13.8"
"3012A77","석성천3","2024/05/20","2회차","126°59'47.88""","36°12'13.96""","10:30","","20.5","7.5","4.9","10.8","3.545","0.162","6.9","36.8"
"3012A19","세종2","2024/05/20","2회차","127°11'46""","36°26'29.98""","11:50","","20.1","9.7","1.8","5.9","2.784","0.056","4.3","11.4"
"3012A35","유구천","2024/05/20","2회차","127°3'4.34""","36°28'5.61""","10:50","","21.2","8.7","1.3","4.4","1.954","0.068","2.8","8.0"
"3012A53","정동","2024/05/20","2회차","126°55'23.9""","36°18'11.6""","12:40","","20.6","13.7","5.1","8.7","2.386","0.071","7.0","23.2"
"3012A25","정안천","2024/05/20","2회차","127°7'32.07""","36°28'17.16""","10:10","","19.6","8.8","2.6","6.6","2.829","0.129","4.5","31.4"
"3012A52","지천2","2024/05/20","2회차","126°54'48.92""","36°19'18.79""","12:00","","20.8","8.2","2.4","7.5","3.022","0.123","4.3","32.0"
"3012A20","공주1","2024/05/20","3회차","127°7'27.58""","36°27'59.19""","11:10","","20.8","10.2","1.2","5.5","3.036","0.073","4.7","11.3"
"3012A32","금강","2024/05/20","3회차","127°6'.1""","36°27'52.7""","10:20","","20.8","10.1","1.3","5.5","2.910","0.049","4.4","9.4"
"3013A50","논산천4","2024/05/20","3회차","127°0'38.2""","36°9'57.3""","12:00","","21.9","5.8","3.5","7.4","2.493","0.120","6.2","27.5"
"3012A42","부여","2024/05/20","3회차","126°56'39.9""","36°19'19.5""","10:20","","20.6","12.9","3.2","7.4","2.367","0.053","5.4","12.0"
"3203A40","웅천천2","2024/05/21","1회차","126°35'46.6""","36°13'29.3""","10:35","","21.1","8.8","1.0","5.5","1.578","0.064","3.3","7.3"
"3101A52","천안천3","2024/05/21","2회차","127°5'23""","36°46'30""","10:40","","22.4","7.3","8.7","9.9","7.342","0.392","7.3","9.9"
"3101A60","곡교천2","2024/05/21","3회차","126°56'2.2""","36°49'17.9""","11:50","","21.6","6.7","7.3","9.9","5.402","0.383","7.8","30.5"
"3012A30","곰나루","2024/05/21","4회차","127°6'39.64""","36°28'27.75""","09:49","","20.6","10.1","2.1","6.7","2.692","0.059","3.9","9.7"
"3012A40","공주2","2024/05/21","4회차","126°59'13.8""","36°20'31.3""","10:22","","21.4","12.9","4.1","7.7","2.618","0.060","4.4","11.7"
"3012A60","부여1","2024/05/21","4회차","126°53'32.8""","36°16'32.6""","10:45","","21.5","12.5","4.4","8.7","2.487","0.068","4.5","14.8"
"3012A70","부여2","2024/05/21","4회차","126°56'56.1""","36°14'39.1""","11:04","","22.3","11.8","3.7","8.3","2.490","0.058","3.9","11.6"
"3012A80","성동","2024/05/21","4회차","127°0'12.73""","36°10'22.52""","12:04","","23.2","10.8","5.1","10.5","2.238","0.085","3.2","11.5"
"3014A30","양화","2024/05/21","4회차","126°52'24.13""","36°6'27.13""","11:34","","22.4","10.0","3.2","7.4","2.114","0.053","3.8","7.9"
"3101A70","남원천","2024/05/22","2회차","126°46'35.94""","36°51'31.43""","10:50","","20.3","7.4","4.1","10.3","3.741","0.242","8.8","60.0"
"3009A30","유등천1","2024/05/22","3회차","127°22'20.25""","36°14'58.74""","13:40","","25.7","13.4","0.8","2.7","1.337","0.027","2.1","2.8"
"3004A05","부리","2024/05/23","3회차","127°35'36.86""","36°2'56.1""","12:00","","21.2","11.0","0.5","3.5","1.110","0.045","2.7","3.7"
"3004A40","제원2","2024/05/23","3회차","127°35'21.55""","36°6'59.03""","10:00","","22.6","8.9","0.6","3.6","1.096","0.037","2.9","4.1"
"3012A20","공주1","2024/05/27","4회차","127°7'27.58""","36°27'59.19""","11:10","","19.5","8.4","4.2","10.2","2.885","0.095","5.7","101.2"
"3012A32","금강","2024/05/27","4회차","127°6'.1""","36°27'52.7""","10:10","","19.3","8.7","2.8","7.5","2.702","0.126","4.8","33.3"
"3012A42","부여","2024/05/27","4회차","126°56'39.9""","36°19'19.5""","11:00","","21.7","10.7","4.2","7.5","2.822","0.097","5.6","23.3"
"3012A30","곰나루","2024/05/27","5회차","127°6'39.64""","36°28'27.75""","09:45","","21.5","8.9","2.3","6.3","2.792","0.075","4.0","15.4"
"3012A40","공주2","2024/05/27","5회차","126°59'13.8""","36°20'31.3""","10:15","","21.0","9.4","3.0","7.4","2.697","0.057","4.4","22.1"
"3012A60","부여1","2024/05/27","5회차","126°53'32.8""","36°16'32.6""","10:40","","22.2","9.3","3.9","8.1","2.696","0.075","4.4","27.2"
"3012A70","부여2","2024/05/27","5회차","126°56'56.1""","36°14'39.1""","11:00","","23.0","9.3","3.5","8.3","2.665","0.081","6.0","28.6"
"3012A80","성동","2024/05/27","5회차","127°0'12.73""","36°10'22.52""","12:00","","23.3","7.9","3.9","8.6","2.758","0.109","4.2","28.3"
"3014A30","양화","2024/05/27","5회차","126°52'24.13""","36°6'27.13""","11:30","","22.7","7.1","3.3","6.8","2.646","0.071","3.9","20.9"
"3101A70","남원천","2024/05/28","3회차","126°46'35.94""","36°51'31.43""","10:50","","20.9","7.7","4.2","10.1","4.035","0.187","8.1","32.3"
"3101A52","천안천3","2024/05/28","3회차","127°5'23""","36°46'30""","11:50","","23.6","6.9","8.3","9.6","6.972","0.386","7.4","11.7"
"3101A60","곡교천2","2024/05/28","4회차","126°56'2.2""","36°49'17.9""","10:40","","21.1","6.8","8.4","9.1","4.662","0.294","7.6","22.5"
"3004A05","부리","2024/05/28","4회차","127°35'36.86""","36°2'56.1""","12:30","","16.3","10.0","1.5","4.8","1.590","0.029","2.7","12.6"
"3004A40","제원2","2024/05/28","4회차","127°35'21.55""","36°6'59.03""","10:10","","16.5","9.2","1.8","6.3","1.591","0.032","3.8","23.7"
"3009A30","유등천1","2024/05/29","4회차","127°22'20.25""","36°14'58.74""","14:30","","24.7","13.8","1.6","4.5","1.179","0.033","2.5","2.7"
"3014A10","강경","2024/05/30","3회차","127°0'23.9""","36°9'15.3""","12:30","","22.3","10.0","4.1","7.9","3.556","0.074","6.1","17.2"
"3014A50","금강갑문","2024/05/30","3회차","126°45'10.9""","36°0'52.4""","13:20","","23.1","8.6","2.9","7.2","2.170","0.096","5.7","12.7"
"3012A65","금천","2024/05/30","3회차","126°53'7.52""","36°14'53.49""","14:00","","23.2","8.0","6.2","11.7","3.652","0.110","7.7","35.0"
"3014A45","길산천2","2024/05/30","3회차","126°44'23.17""","36°2'41.9""","14:10","","23.1","6.5","6.1","12.5","3.659","0.152","8.8","30.3"
"3012A37","목면","2024/05/30","3회차","127°0'31.9""","36°23'3.6""","14:20","","20.6","13.2","4.4","7.5","2.471","0.072","5.9","13.6"
"3012A77","석성천3","2024/05/30","3회차","126°59'47.88""","36°12'13.96""","10:25","","21.8","7.1","3.7","11.8","3.287","0.141","7.2","49.0"
"3012A19","세종2","2024/05/30","3회차","127°11'46""","36°26'29.98""","12:00","","18.0","10.4","2.9","6.5","2.814","0.091","5.0","17.0"
"3012A35","유구천","2024/05/30","3회차","127°3'4.34""","36°28'5.61""","11:00","","22.3","8.0","1.5","5.2","2.154","0.071","3.7","8.3"
"3012A53","정동","2024/05/30","3회차","126°55'23.9""","36°18'11.6""","13:00","","21.7","11.4","5.0","8.6","2.911","0.080","7.0","23.6"
"3012A25","정안천","2024/05/30","3회차","127°7'32.07""","36°28'17.16""","10:20","","21.0","8.0","2.1","7.1","2.604","0.111","4.5","30.7"
"3012A52","지천2","2024/05/30","3회차","126°54'48.92""","36°19'18.79""","12:10","","21.9","8.0","2.2","7.6","3.577","0.097","4.8","32.6"
"3013A50","논산천4","2024/05/30","4회차","127°0'38.2""","36°9'57.3""","11:40","","22.8","5.5","4.3","8.7","3.351","0.125","6.4","27.7"
"3012A20","공주1","2024/06/03","1회차","127°7'27.58""","36°27'59.19""","11:10","","16.4","11.2","2.3","5.9","2.292","0.091","4.9","20.6"
"3203A10","광천천","2024/06/03","1회차","126°38'32.28""","36°30'43.56""","14:40","","28.4","10.3","3.5","15.1","4.744","0.202","10.1","14.5"
"3012A32","금강","2024/06/03","1회차","127°6'.1""","36°27'52.7""","10:30","","15.2","11.1","1.8","5.5","2.045","0.065","3.9","12.4"
"3014A40","길산천1","2024/06/03","1회차","126°43'50.96""","36°4'28.9""","12:10","","23.5","6.5","4.7","10.3","2.511","0.056","6.4","23.0"
"3203A20","대천천","2024/06/03","1회차","126°35'55.3""","36°20'48.1""","14:00","","24.0","7.6","1.0","6.4","1.626","0.055","3.6","10.4"
"3101A20","무한천1","2024/06/03","1회차","126°47'9.54""","36°34'7.72""","10:15","","24.1","8.2","0.8","8.9","1.741","0.127","5.6","11.8"
"3012A42","부여","2024/06/03","1회차","126°56'39.9""","36°19'19.5""","10:50","","17.6","12.3","2.7","6.0","1.981","0.102","4.5","18.0"
"3203A30","웅천천1","2024/06/03","1회차","126°40'33.41""","36°17'27.1""","13:30","","23.1","10.5","0.4","4.9","2.380","0.029","2.0","9.0"
"3012A55","은산천","2024/06/03","1회차","126°52'17.5""","36°17'44.5""","11:20","","25.3","8.2","2.1","7.2","2.591","0.124","4.5","13.2"
"3012A50","지천1","2024/06/03","1회차","126°51'31.9""","36°19'33.9""","11:10","","25.3","9.1","0.5","6.0","2.340","0.094","3.7","4.6"
"3203A50","판교천","2024/06/03","1회차","126°40'43.68""","36°5'30.12""","13:20","","26.9","6.4","1.3","8.8","2.896","0.093","5.4","9.2"
"3101A60","곡교천2","2024/06/04","1회차","126°56'2.2""","36°49'17.9""","11:00","","23.2","8.0","5.9","9.8","5.278","0.191","7.1","18.6"
"3012A30","곰나루","2024/06/04","1회차","127°6'39.64""","36°28'27.75""","12:03","","21.0","11.0","1.1","5.4","2.020","0.033","2.9","8.3"
"3012A40","공주2","2024/06/04","1회차","126°59'13.8""","36°20'31.3""","11:37","","19.7","11.2","2.2","6.6","2.090","0.036","3.4","15.9"
"3012A60","부여1","2024/06/04","1회차","126°53'32.8""","36°16'32.6""","11:20","","22.1","11.5","2.5","7.3","2.014","0.045","3.6","16.7"
"3012A70","부여2","2024/06/04","1회차","126°56'56.1""","36°14'39.1""","10:59","","22.7","11.0","3.2","8.0","2.248","0.077","3.5","22.6"
"3012A80","성동","2024/06/04","1회차","127°0'12.73""","36°10'22.52""","10:05","","22.4","11.1","2.1","7.5","2.069","0.055","3.7","14.6"
"3014A30","양화","2024/06/04","1회차","126°52'24.13""","36°6'27.13""","10:31","","24.4","9.8","2.9","8.8","2.446","0.020","4.6","11.7"
"3013A50","논산천4","2024/06/05","1회차","127°0'38.2""","36°9'57.3""","10:30","","23.9","5.9","3.0","9.2","2.254","0.151","7.2","16.2"
"3203A40","웅천천2","2024/06/05","1회차","126°35'46.6""","36°13'29.3""","10:35","","21.5","9.3","0.8","3.6","1.392","0.017","1.5","4.3"
"3004A30","봉황천","2024/06/10","1회차","127°33'6.39""","36°6'38.12""","11:55","","28.2","10.0","1.0","6.0","0.898","0.119","2.6","10.2"
"3004A20","제원1","2024/06/10","1회차","127°34'.88""","36°6'39.83""","11:47","","28.0","8.3","0.8","4.0","1.326","0.043","1.8","1.2"
"3012A20","공주1","2024/06/10","2회차","127°7'27.58""","36°27'59.19""","12:00","","17.0","11.1","2.0","5.8","2.487","0.011","4.8","15.1"
"3012A32","금강","2024/06/10","2회차","127°6'.1""","36°27'52.7""","10:40","","17.1","11.3","2.0","5.4","2.270","0.014","4.3","16.7"
"3012A42","부여","2024/06/10","2회차","126°56'39.9""","36°19'19.5""","13:40","","18.5","12.9","2.9","5.2","2.331","0.007","5.3","12.2"
"3101A70","남원천","2024/06/11","1회차","126°46'35.94""","36°51'31.43""","10:50","","25.1","7.7","3.9","12.5","2.696","0.112","10.0","48.3"
"3013A20","노성천2","2024/06/11","1회차","127°5'37.04""","36°13'8.6""","14:50","","31.2","8.4","5.0","9.4","1.537","0.081","5.9","15.6"
"3013A10","논산천2","2024/06/11","1회차","127°12'9.59""","36°10'28.47""","13:00","","29.6","13.5","0.3","4.0","0.829","0.040","2.3","6.0"
"3013A30","논산천3","2024/06/11","1회차","127°4'49.8""","36°12'35.44""","14:30","","28.3","8.5","2.8","6.5","1.443","0.089","4.3","24.2"
"3009A05","두계천","2024/06/11","1회차","127°15'13.7""","36°16'51.9""","11:10","","27.1","9.0","3.4","3.9","0.928","0.129","2.7","4.4"
"3013A40","방축천","2024/06/11","1회차","127°3'12.67""","36°10'22.65""","14:10","","30.0","7.9","4.0","8.8","2.589","0.072","6.0","27.7"
"3012A75","석성천2","2024/06/11","1회차","127°1'52.89""","36°14'6.46""","15:10","","29.2","7.2","3.3","10.6","2.473","0.092","6.9","42.0"
"3013A60","수철천","2024/06/11","1회차","127°5'37.8""","36°6'3.72""","13:40","","31.0","7.8","4.7","8.5","1.912","0.212","5.3","21.0"
"3101A52","천안천3","2024/06/11","1회차","127°5'23""","36°46'30""","11:50","","27.3","8.4","8.7","10.1","6.518","0.365","7.6","9.5"
"3101A60","곡교천2","2024/06/11","2회차","126°56'2.2""","36°49'17.9""","10:40","","25.7","10.0","8.2","15.1","4.943","0.086","10.6","30.7"
"3012A30","곰나루","2024/06/11","2회차","127°6'39.64""","36°28'27.75""","12:15","","20.3","10.9","3.0","5.6","2.227","0.046","2.8","9.1"
"3012A40","공주2","2024/06/11","2회차","126°59'13.8""","36°20'31.3""","11:50","","23.0","10.9","2.3","5.3","2.197","0.056","3.0","7.0"
